,0,1,2,3,4,5,6,7,8,9,10
221,222,(2015),午夜,"陷阱：致命的诱惑 덫, 치명적인 유혹 ",奉万大,Han Je-in,剧情 / 爱情 / 惊悚,韩国,高清中字,2015-09-17(韩国),豆瓣：5.0 
222,223,(2015),福利,浴室女神新装，么么哒，晚安~[睡觉] ,金美辛,金美辛,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-03,豆瓣：3.1 
223,224,(2015),福利,拉拉队员跳舞衣服不翼而飞@vlook微录客 ,奇闻趣事视频,奇闻趣事视频,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-03,豆瓣：8.4 
224,225,(2015),福利,实拍妹子家里搞卫生，露点走光全然不知 ,八森森,八森森,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-03,豆瓣：9.0 
225,226,(2015),福利,嗨，今天我又来了！今天能上推荐吗？ ,周ok,周ok,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-02,豆瓣：6.1 
226,227,(2015),福利,姑娘，你还能再衰一点吗 ,郑云影视工作室@sina,郑云影视工作室@sina,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-01,豆瓣：7.5 
227,228,(2015),福利,车震也要注意安全好不好 ,遥映人间冰雪様,遥映人间冰雪様,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-01,豆瓣：4.1 
228,229,(2015),福利,实拍特警出租屋抓嫖现场，失足好女帮男子系鞋带。 ,亚生,亚生,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-10-24,豆瓣：5.7 
229,230,(2015),福利,女子就医接受特殊服务 太搞笑了 ,深呼吸工作室,深呼吸工作室,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-10-23,豆瓣：7.3 
230,231,(2015),福利,[大哈气]晚安，谢谢大家的关注，争取每天更新@vlook微录客 @vlook微录客 ,伊沫Lise,伊沫Lise,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-10-20,豆瓣：3.0 
231,232,(2015),福利,丰腴短发少妇居家性感热舞 ,熟中自有颜玉,熟中自有颜玉,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-10-21,豆瓣：4.9 
232,233,(2015),福利,baby整容风波未停，又现《baby不雅视频》，被抹黑诽谤，幕后推手究竟是谁？ ,人生摆渡,人生摆渡,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-10-20,豆瓣：1.0 
233,234,(2015),音乐,梦魇 - ☭．兮兮  睡不醒 ,☭．兮兮  睡不醒,☭．兮兮  睡不醒,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-04,豆瓣：5.3 
234,235,(2015),音乐,像梦一样自由 - 小虾米 ,小虾米,小虾米,神曲 / 音乐 / YY,大陆中国,YY神曲,2015-11-04,豆瓣：5.2 
235,236,(2015),音乐,大女人 - 苏子 ,苏子,苏子,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-04,豆瓣：9.5 
236,237,(2015),音乐,逆天行 - 小七0 ,小七0,小七0,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-04,豆瓣：7.5 
237,238,(1984),电影,终结者 The Terminator ,詹姆斯·卡梅隆,阿诺·施瓦辛格 / 迈克尔·比恩 / 琳达·汉密尔顿,动作 / 科幻 / 惊悚,美国 / 英国,高清中字,1984-10-26(美国) / 1985-01-11(英国),豆瓣：7.9 
238,239,(1991),电影,终结者2 Terminator 2: Judgment Day ,詹姆斯·卡梅隆,阿诺·施瓦辛格 / 琳达·汉密尔顿 / 爱德华·福隆 / 罗伯特·帕特里克,动作 / 科幻,美国 / 法国,高清中字,1991-07-03,豆瓣：8.5 
239,240,(2003),电影,终结者3 Terminator 3: Rise of the Machines ,乔纳森·莫斯托,阿诺·施瓦辛格 / 尼克·斯塔尔 / 克莱尔·丹妮丝 / 克里斯塔娜·洛肯,动作 / 科幻 / 惊悚,美国 / 德国 / 英国,高清中字,2003-08-29(中国大陆) / 2003-07-02(美国),豆瓣：7.0 
240,241,(2009),电影,终结者2018 Terminator Salvation ,约瑟夫·麦克金提·尼彻,克里斯蒂安·贝尔 / 萨姆·沃辛顿 / 穆恩·布拉得古德 / 海伦娜·伯翰·卡特 / 安东·叶利钦 / 布莱丝·达拉斯·霍华德,动作 / 科幻 / 惊悚 / 冒险,美国 / 德国 / 英国 / 意大利,高清中字,2009-05-21(美国),豆瓣：6.7 
241,242,(2015),电影,终结者：创世纪 Terminator Genisys ,阿兰·泰勒,阿诺·施瓦辛格 / 杰森·克拉科 / 艾米莉亚·克拉克 / 杰·科特尼 / J·K·西蒙斯 / 戴奥·奥柯奈伊 / 马特·史密斯 / 考特尼·万斯 / 李秉宪 / 迈克尔·盖拉迪斯 / 何家蓓 / 韦恩·巴斯楚普 / 格雷戈里·艾伦·威廉斯 / 奥托·桑切,动作 / 科幻 / 冒险,美国,高清中字,2015-08-23(中国大陆) / 2015-07-01(美国),豆瓣：6.9 
242,243,(2010),电影,宝莱坞机器人之恋 Endhiran ,S·尚卡尔,艾西瓦娅·雷 / 拉吉尼坎塔 / 丹尼·邓宗帕 / 科钦·哈尼发 / 萨布·西里尔,喜剧 / 动作 / 科幻 / 奇幻 / 冒险,印度,高清中字,2010-10-01(美国),豆瓣：7.2 
243,244,(2015),电影,双生灵 ,秦榛,车艺莲 / 常奕然 / 刘佳佳 / 刘冠麟 / 尹菲,悬疑 / 惊悚,中国大陆,高清,2015-08-21(中国大陆),豆瓣：3.5 
244,245,(2015),电影,航时凶间 The Diabolical ,Alistair Legrand,艾丽·拉特 / 梅林·邓盖 / 派特里克·费斯克勒 / 阿俊·古普塔 / 乔·埃根德尔 / 汤姆·怀特 / 劳拉·玛高丽丝 / 威尔莫·卡德隆 / McCarrie McCausland,科幻 / 惊悚 / 恐怖,美国,高清中字,2015-03-16(西南偏南电影节),豆瓣：4.7 
245,246,(2015),福利,浴室女神新装，么么哒，晚安~[睡觉] ,金美辛,金美辛,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-03,豆瓣：4.7 
246,247,(2015),福利,这女女叫的真爽[狂笑][狂笑][狂笑] ,人生摆渡,人生摆渡,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-01,豆瓣：8.1 
247,248,(2015),福利,天生啊！这个女女全身散发着Sao气！ ,精品微视频,精品微视频,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-09-13,豆瓣：8.4 
248,249,(2015),福利,有一起玩的女女嗎 ,qzuser_4f7ecy@qq,qzuser_4f7ecy@qq,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-10-13,豆瓣：6.0 
249,250,(2015),福利,主播慢舞性感激情 ,白虎性街,白虎性街,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-04,豆瓣：9.0 
250,251,(2015),福利,斗鱼主播张琪格 ,NRatir,NRatir,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-03,豆瓣：3.5 
251,252,(2015),福利,风骚主播7 ,苏沐冉,苏沐冉,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-02,豆瓣：3.5 
252,253,(2015),福利,风骚主播6 ,苏沐冉,苏沐冉,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-02,豆瓣：3.3 
253,254,(2015),音乐,情人鹤顶红 - ☭．兮兮 睡不醒 ,☭．兮兮 睡不醒,☭．兮兮 睡不醒,神曲 / 音乐 / YY,大陆中国,YY神曲,2015-11-05,豆瓣：9.7 
254,255,(2015),音乐,男人的好 - 妮妮 ,妮妮,妮妮,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-05,豆瓣：9.7 
255,256,(2015),音乐,痒 - 最2女神苏瑶 ,最2女神苏瑶,最2女神苏瑶,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-05,豆瓣：8.3 
256,257,(2015),音乐,花都 - 小雨 ,小雨,小雨,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-05,豆瓣：1.1 
257,258,(2015),音乐,分开那天 - 大安妮 ,大安妮,大安妮,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-05,豆瓣：8.5 
258,259,(2015),音乐,泡沫 - 小阿涵 ,小阿涵,小阿涵,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-05,豆瓣：4.1 
259,260,(2015),福利,不加特效的大头拍 ,戴予桐,戴予桐,美拍 / 福利 / 美女 / 搞笑 / 音乐,大陆中国,美拍,2015-11-05,豆瓣：1.6 
260,261,(2015),福利,戴予桐拍自2015-11-05 ,戴予桐,戴予桐,美拍 / 福利 / 美女 / 搞笑 / 音乐,大陆中国,美拍,2015-11-05,豆瓣：6.2 
261,262,(2015),福利,I'm not weird ,AokiCosplay,AokiCosplay,美拍 / 福利 / 美女 / 搞笑 / 音乐,大陆中国,美拍,2015-11-05,豆瓣：1.9 
262,263,(2015),福利,为什么我扇子也会掉 ,兔子烧,兔子烧,美拍 / 福利 / 美女 / 搞笑 / 音乐,大陆中国,美拍,2015-11-05,豆瓣：9.3 
263,264,(2015),电视剧,三个奶爸 ,刘恺,李晨 / 张歆艺 / 陈赫 / 田雷 / 张萌 / 李倩 / 周宸佳 / 李光复 / 魏子昕 / 黄爱玲 / 钉铛 / 唐旭,剧情 / 家庭,中国大陆,34集已完结,2015-10-21(中国大陆),豆瓣：5.1 
264,265,(2015),电视剧,看见味道的少女 냄새를 보는 소녀 ,白秀灿,朴有天 / 申世京 / 金所炫 / 尹珍序,剧情 / 爱情,韩国,16集已完结,2015-04-01(韩国),豆瓣：6.9 
265,266,(2015),电视剧,华丽的诱惑 화려한 유혹 ,金相协,金赛纶 / 车艺莲 / 南柱赫 / 朱相昱,剧情,韩国,50集已完结,2015-10-05,豆瓣：6.4 
266,267,(2015),电视剧,Oh 我的鬼神君 오 나의 귀신님 ,刘在元,朴宝英 / 曹正锡 / 金瑟祺 / 郭时旸 / 林周焕 / 朴贞雅,喜剧 / 爱情 / 惊悚,韩国,16集已完结,2015-07-03(韩国),豆瓣：8.4 
267,268,(2015),福利,天然零整容 高鼻子也是真的 ,戴予桐,戴予桐,美拍 / 福利 / 美女 / 搞笑 / 音乐,大陆中国,美拍,2015-11-05,豆瓣：4.1 
268,269,(2015),福利,自習中✌️ ,密雪兒mimi,密雪兒mimi,美拍 / 福利 / 美女 / 搞笑 / 音乐,大陆中国,美拍,2015-11-05,豆瓣：8.7 
269,270,(2015),福利,夏天在来的路上了#今天穿这样##微笑##自拍# ,李柒柒啊,李柒柒啊,美拍 / 福利 / 美女 / 搞笑 / 音乐,大陆中国,美拍,2015-11-05,豆瓣：2.1 
270,271,(2015),福利,#音乐#紧张不好意思呢 ,淼淼ZQY,淼淼ZQY,美拍 / 福利 / 美女 / 搞笑 / 音乐,大陆中国,美拍,2015-11-05,豆瓣：2.5 
271,272,(2015),福利,#随手美拍#希望面试顺利，加油 ,钱钱_看我看我啊,钱钱_看我看我啊,美拍 / 福利 / 美女 / 搞笑 / 音乐,大陆中国,美拍,2015-11-05,豆瓣：1.6 
272,273,(2012),电视剧,东北往事之黑道风云20年 ,李炎,张钧涵 / 宋汶霏 / 张经伟 / 韩张 / 范俊涵  罗鸣 / 张羽 / 巴特道尔吉,剧情 / 惊悚 / 黑道,中国大陆,23集已完结,2012,豆瓣：8.4 
273,274,(2011),电影,喜爱夜蒲 ,钱国伟,杨爱瑾 / 沈志明 / 陈柏宇 / 连诗雅 / 郑融 / 陈静 / 陈嘉俊 / 陈延力,爱情 / 剧情,香港,高清国语,2011-09-15,豆瓣：8.0 
274,275,(2012),电影,喜爱夜蒲2 ,钱国伟,关楚耀 / 沈震轩 / 连诗雅 / 松冈李那 / 苟芸慧 / 刘羽琦,爱情 / 剧情 / 情色,香港,高清中字,2012-08-23,豆瓣：9.0 
275,276,(2013),电影,喜爱夜蒲3 ,钱国伟,许亦妮 / 林德信 / 羽翘 / 何佩瑜 / 郭颖儿,爱情片 / 风月片 / 剧情片 / 伦理片,香港,高清中字,2013-12-19,豆瓣：9.0 
276,277,(2010),,【十大禁片】我唾弃你的坟墓 I Spit on Your Grave ,史蒂文·R·蒙若尔,莎拉·巴特勒 / 丹尼尔·弗兰泽兹 / 崔西·沃特 / 杰夫·布兰森,惊悚 / 犯罪,美国,高清中字,2010-10-08(美国),豆瓣：6.3 
277,278,(2013),,我唾弃你的坟墓2 I Spit on Your Grave 2 ,史蒂文·R·蒙若尔,杰玛·达兰德 / 乔·阿布索隆 / 雅沃尔·巴哈罗夫 / Aleksandar Aleksiev / 玛丽·萧克莱  / 迈克尔·迪克森,惊悚 / 恐怖 / 犯罪,美国,高清中字,2013-08-25(英国),豆瓣：6.1 
278,279,(1996),电影,功夫小子闯情关 ,袁和平 / 张鑫炎,钟丽缇 / 胡慧中 / 吴京 / 郑浩南 / 周比利,喜剧 / 爱情 / 武侠 / 古装,香港,高清,1996-03-14,豆瓣：6.2 
279,280,(2015),电视剧,第二次二十岁 두번째 스무살 ,金亨植,崔智友 / 李尚允 / 崔元英 / 金珉载 / 孙娜恩,剧情 / 家庭,韩国,16集已完结,2015-08-28(韩国),豆瓣：8.0 
280,281,(2013),电视剧,来自星星的你 별에서 온 그대 ,张太维,金秀贤 / 全智贤 / 朴海镇 / 刘仁娜 / 吴尚镇 / 安宰贤 / 申成禄,爱情 / 剧情 / 奇幻,韩国,21集已完结,2013-12-18(韩国),豆瓣：8.5 
281,282,(2011),电影,盲 블라인드 ,安相勋,金荷娜 / 俞承豪 / 曹熙奉 / 梁英祖 / 谢姬,剧情 / 悬疑 / 犯罪,韩国,高清中字,2011-08-11(韩国),豆瓣：7.5 
282,283,(2013),电影,恋爱的温度 연애의 온도 ,鲁德,李民基 / 金敏喜 / 罗美兰 / 崔武盛,剧情 / 爱情,韩国,高清中字,2013-03-21(韩国),豆瓣：7.3 
283,284,(2015),电影,我的亲密敌人 나의 절친 악당들 ,林常树,柳昇范 / 高俊熙 / 柳贤静 / 梁益俊 / 金应洙 / 郑元中 / 金柱赫,剧情 / 动作 / 犯罪,韩国,高清中字,2015-06-25(韩国),豆瓣：4.8 
284,285,(2015),电影,延坪海战 연평해전 ,金焕松,晋久 / 李玹雨 / 金武烈 / 李莞 / 李清娥 / 千敏熙,剧情 / 战争,韩国,高清中字,2015-06-24(韩国),豆瓣：6.4 
285,286,(2015),电影,二十 스물 ,李炳宪,金宇彬 / 李俊昊 / 姜河那 / 郑素敏 / 李侑菲 / 闵孝琳 / 郑珠妍,剧情 / 喜剧,韩国,高清中字,2015-03-25(韩国),豆瓣：7.0 
286,287,(2015),福利,想要改变生活，就先要改变自己，美女好励志[赞][赞][赞][赞] ,最牛逼的视频,最牛逼的视频,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-05,豆瓣：9.7 
287,288,(2015),福利,美女穿齐B小短裤热舞自拍，美腿美女热舞自拍视频，这个妹纸美美哒，宅男**女神一枚！ ,花园美美@sina,花园美美@sina,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-03,豆瓣：9.7 
288,289,(2015),福利,素颜女神 ,精彩段子控,精彩段子控,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-01,豆瓣：8.1 
289,290,(2015),福利,屁股翘起来，真好看，这个姿势大家爱喜欢么 ,苏沐冉,苏沐冉,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-05,豆瓣：8.2 
290,291,(2015),福利,美女床上大秀身材 ,苏沐冉,苏沐冉,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-04,豆瓣：3.6 
291,292,(2015),福利,大胸妹子要把bra撑爆 ,苏沐冉,苏沐冉,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-04,豆瓣：1.1 
292,293,(2015),福利,那些珍藏版的美女主播视频3 ,苏沐冉,苏沐冉,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2015-11-02,豆瓣：9.1 
293,294,(2015),音乐,十年 - model_琳琳 ,model_琳琳,model_琳琳,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-06,豆瓣：2.6 
294,295,(2015),音乐,要抱抱 - 最2女神苏瑶 ,最2女神苏瑶,最2女神苏瑶,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-06,豆瓣：3.9 
295,296,(2015),音乐,着魔 - 苏子 ,苏子,苏子,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-06,豆瓣：4.7 
296,297,(2015),音乐,爱要坦荡荡 - 炫麦妹儿 ,炫麦妹儿,炫麦妹儿,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-06,豆瓣：4.3 
297,298,(2015),音乐,一人我饮酒醉 - 炫麦妹儿 ,炫麦妹儿,炫麦妹儿,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-06,豆瓣：1.4 
298,299,(2015),音乐,咱们结婚吧 - 炫麦妹儿 ,炫麦妹儿,炫麦妹儿,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-06,豆瓣：1.4 
299,300,(2015),音乐,一物降一物 - 文er ,文er,文er,神曲 / 音乐 / YY ,大陆中国,YY神曲,2015-11-06,豆瓣：3.5 
300,301,(1976),,【十大禁片】索多玛120天：前世与今生 Salò d'hier à aujourd'hui ,Amaury Voslion,Paolo Bonacelli / Giorgio Cataldi / Aldo Wa Laidi / Umberto Paolo Quintavalle / Caterina Boratto,纪录片 / 短片,法国,高清中字,1976-01-10,豆瓣：6.4 
301,302,(2014),电影,暴疯语 ,李光耀,刘青云 / 黄晓明 / 方中信 / 薛凯琪 / 鲍起静 / 叶璇 / 毛俊辉 / 孙佳君 / 冼色丽 / 诗雅 / 李国麟,悬疑 / 惊悚,中国大陆 / 香港,高清,2015-04-03(中国大陆) / 2014-11-19(台北金马影展),豆瓣：6.0 
302,303,(2012),午夜,一路向西 ,胡耀辉,张建声 / 王宗尧 / 胡耀辉 / 莫绮雯 / 希崎杰西卡 / 郭颖儿 / 张暖雅 / 何佩瑜,爱情 / 情色 / 喜剧,中国大陆,高清,2012-09-20,豆瓣：8.0 
303,304,(1972),午夜,深喉 Deep Throat ,杰拉德·达米亚诺,Harry Reems / Linda Lovelace,喜剧 / 情色,美国,标清慎入,1972-06-12(纽约首映),豆瓣：5.3 
304,305,(2001),电影,哈利·波特与魔法石 Harry Potter and the Sorcerer's Stone ,克里斯·哥伦布,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 艾伦·瑞克曼 / 玛吉·史密斯 / 汤姆·费尔顿 / 伊恩·哈特 / 理查德·哈里斯 / 约翰·赫特 / 罗彼·考特拉尼 / 朱丽·沃特斯 / 邦妮·怀特 / 约翰·克立斯 / 肖恩·比格斯代夫,奇幻 / 冒险,美国 / 英国,高清中字,2002-01-26(中国大陆) / 2001-11-04(英国首映) / 2001-11-16(美国),豆瓣：8.5 
305,306,(2002),电影,哈利·波特与密室 Harry Potter and the Chamber of Secrets ,克里斯·哥伦布,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 汤姆·费尔顿 / 理查德·格雷弗斯 / 费奥纳·肖 / 托比·琼斯 / 朱丽·沃特斯 / 邦妮·怀特 / 詹森·艾萨克 / 肯尼思·布拉纳 / 艾伦·瑞克曼 / 理查德·哈里斯 / 玛吉·史密斯,奇幻 / 冒险,美国 / 英国 / 德国,高清中字,2003-01-24(中国大陆) / 2002-11-15(英国/美国),豆瓣：8.0 
306,307,(2004),电影,哈利·波特与阿兹卡班的囚徒 Harry Potter and the Prisoner of Azkaban ,阿方索·卡隆,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 加里·奥德曼 / 朱丽·沃特斯 / 邦妮·怀特 / 大卫·休里斯 / 迈克尔·刚本 / 艾伦·瑞克曼 / 玛吉·史密斯 / 汤姆·费尔顿 / 艾玛·汤普森 / 朱莉·克里斯蒂 / 蒂莫西·斯波,剧情 / 奇幻 / 冒险,英国 / 美国,高清中字,2004-09-10(中国大陆) / 2004-05-31(英国),豆瓣：8.0 
307,308,(2005),电影,哈利·波特与火焰杯 Harry Potter and the Goblet of Fire ,迈克·内威尔,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 蒂莫西·斯波 / 邦妮·怀特 / 罗伯特·帕丁森 / 汤姆·费尔顿 / 梁佩诗 / 迈克尔·刚本 / 玛吉·史密斯 / 艾伦·瑞克曼 / 加里·奥德曼 / 拉尔夫·费因斯,奇幻 / 冒险,英国 / 美国,高清中字,2005-11-06(中国大陆) / 2005-11-06(英国),豆瓣：7.9 
308,309,(2007),电影,哈利·波特与凤凰社 Harry Potter and the Order of the Phoenix ,大卫·叶茨,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 加里·奥德曼 / 拉尔夫·费因斯 / 玛吉·史密斯 / 迈克尔·刚本 / 艾伦·瑞克曼 / 艾玛·汤普森 / 艾美达·斯丹顿 / 詹森·艾萨克 / 汤姆·费尔顿 / 海伦娜·伯翰·卡特 / 邦妮·,奇幻 / 冒险,英国 / 美国,高清中字,2007-08-10(中国大陆) / 2007-07-11(美国),豆瓣：7.6 
309,310,(2009),电影,哈利·波特与混血王子 Harry Potter and the Half-Blood Prince ,大卫·叶茨,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 汤姆·费尔顿 / 迈克尔·刚本 / 艾伦·瑞克曼 / 邦妮·怀特 / 朱丽·沃特斯 / 海伦娜·伯翰·卡特 / 吉姆·布劳德本特 / 玛吉·史密斯 / 伊文娜·林奇,剧情 / 奇幻 / 冒险,英国 / 美国,高清中字,2009-07-15(中国大陆) / 2009-07-06(英国),豆瓣：7.2 
310,311,(2010),电影,哈利·波特与死亡圣器(上) Harry Potter and the Deathly Hallows: Part 1 ,大卫·叶茨,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 海伦娜·伯翰·卡特 / 拉尔夫·费因斯 / 比尔·奈伊 / 约翰·赫特 / 艾伦·瑞克曼 / 艾美达·斯丹顿 / 费奥纳·肖 / 邦妮·怀特 / 朱丽·沃特斯 / 米歇尔·费尔利 / 杰米·坎贝尔,剧情 / 奇幻 / 冒险,英国 / 美国,高清中字,2010-11-19,豆瓣：7.8 
311,312,(2011),电影,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2 ,大卫·叶茨,丹尼尔·雷德克里夫 / 艾玛·沃森 / 鲁伯特·格林特 / 海伦娜·伯翰·卡特 / 拉尔夫·费因斯 / 艾伦·瑞克曼 / 玛吉·史密斯 / 汤姆·费尔顿 / 邦妮·怀特 / 朱丽·沃特斯 / 迈克尔·刚本 / 伊文娜·林奇 / 多姆纳尔·格利森 / 克蕾曼,剧情 / 悬疑 / 奇幻 / 冒险,美国 / 英国,高清中字,2011-08-04(中国大陆) / 2011-07-15(美国),豆瓣：8.6 
312,313,(2010),电影,爱情的名字 Le Nom des gens ,Michel Leclerc,Sara Forestier / Jacques Gamblin,喜剧,法国,高清中字,2011-4-14,豆瓣：7.8 
313,314,(2015),电影,斗地主 ,韩兆,韩兆 / 刘桦 / 买红妹 / 曹随风 / 潘长江 / 雷牧 / 殷叶子,喜剧,中国大陆,高清,2015-09-11(中国大陆),豆瓣：4.5 
314,315,(2012),动漫,侠岚 ,关心 / 刘阔,郭宙明 / 苗萌 / 关心,动画 / 武侠,中国大陆,52集已完结,2012-01-29,豆瓣：7.7 
315,316,(2012),动漫,侠岚 第二季 ,关心 / 刘阔,褚珺 / 张杰 / 赵毅 / 王爽 / 白雪,剧情 / 动画,中国大陆,26集已完结,2012-02-25,豆瓣：8.0 
316,317,(2013),动漫,侠岚 第三季 ,关心 / 刘阔,褚珺 / 张杰 / 赵毅 / 王爽 / 白雪,剧情 / 动画,中国大陆,26集已完结,2013-03-21,豆瓣：8.4 
317,318,(1993),午夜,诱僧 ,罗卓瑶,吴兴国 / 陈冲,古装 / 爱情,中国大陆,高清,1993-10-23,豆瓣：6.0 
318,319,(2013),动漫,侠岚 第四季 ,关心 / 刘阔,褚珺 / 张杰 / 山新,剧情 / 动画,中国大陆,26集已完结,2013-05-06,豆瓣：8.0 
319,320,(2014),动漫,侠岚 第五季 ,关心 / 刘阔,辗迟 / 千钧 / 辰月 / 山鬼谣 / 假叶,剧情 / 动画,中国大陆,26集已完结,2014-06-06(中国大陆),豆瓣：8.3 
320,321,(2013),电视剧,万万没想到 第一季 ,易小星,白客 / 葛布 / 易小星 / 张本煜,剧情 / 喜剧 / 短片,中国大陆,15集已完结,2013-08-06(中国大陆),豆瓣：8.2 
321,322,(2014),电视剧,万万没想到之小兵过年 ,易小星,白客 / 马可 / 戚薇,喜剧 / 短片,中国大陆,6集已完结,2014-01-04(中国大陆),豆瓣：6.6 
322,323,(2014),电视剧,万万没想到 第二季 ,易小星,白客 / 葛布 / 易小星 / 张本煜 / 韩寒,喜剧,中国大陆,16集已完结,2014-07-01(中国大陆),豆瓣：7.6 
323,324,(2015),电视剧,万万没想到 第三季 ,易小星,白客,喜剧,中国大陆,6集已完结,2015-11-03(中国大陆),豆瓣：10.0 
324,325,(2014),电视剧,血族 第一季 The Strain Season 1 ,吉尔莫·德尔·托罗,寇瑞·斯托尔 / 大卫·布拉德利 / 凯文·杜兰 / 米娅·梅斯特罗 / 乔纳森·海德 / 西恩·奥斯汀 / 娜塔莉·布朗 / 罗伯特·梅耶 / 弗朗西斯·卡普拉 / 莱斯利·霍普 / 本·海兰德 / 米格尔·戈麦斯 / 杰克·凯西 / 露塔·格德米纳斯,剧情 / 恐怖,美国,13集已完结,2014-07-13(美国),豆瓣：7.2 
325,326,(2005),电视剧,越狱 第一季 Prison Break Season 1 ,Brett Ratner,温特沃斯·米勒 / 多米尼克·珀塞尔 / 彼得·斯特曼 / 阿莫里·诺拉斯科 / 罗宾·汤尼 / 马歇尔·奥尔曼 / 韦德·威廉姆斯 / 迈克尔·拉帕波特 / 罗伯特·克耐普 / 莎拉·韦恩·卡丽丝 / 乔迪·琳·欧基菲,剧情 / 动作 / 惊悚 / 犯罪,美国,22集已完结,2005-09-01(美国),豆瓣：9.2 
326,327,(2006),电视剧,越狱  第二季 Prison Break Season 2 ,Brett Ratner,温特沃斯·米勒 / 多米尼克·珀塞尔 / 罗宾·汤尼 / 阿莫里·诺拉斯科 / 彼得·斯特曼 / 罗伯特·克耐普 / 韦德·威廉姆斯 / 莎拉·韦恩·卡丽丝 / 洛克蒙·邓巴 / 威廉·菲德内尔 / 雷吉·李 / 劳拉·韦德 / 卡利斯勒·斯图德尔,剧情 / 惊悚 / 犯罪 / 冒险,美国,22集已完结,2006-08-21(美国),豆瓣：8.3 
327,328,(2007),电视剧,越狱  第三季 Prison Break Season 3 ,Vincent Misiano,温特沃斯·米勒 / 多米尼克·珀塞尔 / 阿莫里·诺拉斯科 / 罗伯特·克耐普 / 丹妮·加西亚,剧情 / 动作 / 惊悚 / 犯罪,美国,13集已完结,2007-09-17(美国),豆瓣：7.6 
328,329,(2008),电视剧,越狱  第四季 Prison Break Season 4 ,Kevin Hooks,温特沃斯·米勒 / 多米尼克·珀塞尔 / 莎拉·韦恩·卡丽丝 / 威廉·菲德内尔 / 罗伯特·克耐普 / 克里斯·范斯,剧情 / 动作 / 惊悚 / 犯罪,美国,22集已完结,2008-09-01(美国),豆瓣：7.9 
